prop_id,srch_destination_id,time_idx,srch_length_of_stay,srch_room_count,srch_saturday_night_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,prop_review_score,prop_starrating,random_bool,position,price_usd,promotion_flag,gross_bookings_usd,booking_bool,click_bool,comp_rate,comp_inv
55499,10061,7,2,1,0,-1.895832809,-0.751197424,0.383858214,5,4,0,33,0.507971243,0,-0.131147362,0,0,-1,0
55499,10061,8,1,1,0,-1.895832809,-0.751197424,0.383858214,5,4,0,26,0.645083468,0,-0.131147362,0,0,0,0
55499,10061,9,2,2,1,-1.895832809,-0.751197424,0.389407022,5,4,0,6,0.086087472,0,-0.131147362,0,0,1,0
55499,10061,10,1,1,1,-1.895832809,-0.751197424,0.455992713,5,4,0,26,0.014601611,0,-0.131147362,0,0,-1,0
55499,10061,11,4,1,1,-1.895832809,-0.751197424,0.455992713,5,4,1,19,-0.145557968,0,-0.131147362,0,0,-1,0
55499,10061,12,3,1,0,-1.895832809,-0.751197424,0.455992713,5,4,0,13,-0.136573406,0,-0.131147362,0,0,-1,0
55499,10061,13,1,1,1,-1.895832809,-0.751197424,0.46154152,5,4,0,35,0.170659543,0,-0.131147362,0,0,-1,0
55499,10061,14,1,1,1,-1.895832809,-0.751197424,0.444895097,5,4,0,24,0.915792221,0,-0.131147362,0,0,-1,0
55499,10061,15,2,1,0,-1.895832809,-0.751197424,0.372760599,5,4,0,33,0.525354417,0,-0.131147362,0,0,-1,0
55499,10061,16,1,1,1,-1.895832809,-0.751197424,0.372760599,5,4,0,8,0.094486085,0,-0.131147362,0,0,-1,0
55499,10061,17,3,1,1,-1.895832809,-0.751197424,0.372760599,5,4,0,20,0.446446526,0,-0.131147362,0,0,-1,0
55499,10061,18,1,1,1,-1.895832809,-0.751197424,0.372760599,5,4,0,30,0.47125173,0,-0.131147362,0,0,-1,0
55499,10061,19,2,1,1,-1.895832809,-0.751197424,0.43934629,5,4,0,10,1.101342953,0,-0.131147362,0,0,0,0
55499,10061,20,1,1,1,-1.895832809,-0.751197424,0.43934629,5,4,0,6,0.301912272,0,-0.131147362,0,0,0,0
55499,10061,21,1,2,1,-1.895832809,-0.751197424,0.367211791,5,4,1,14,1.097631939,0,-0.131147362,0,0,-1,0
55499,10061,22,2,1,1,-1.895832809,-0.751197424,0.372760599,5,4,1,6,0.641958403,0,-0.131147362,0,0,-1,0
55499,10061,23,1,2,1,-1.895832809,-0.751197424,0.372760599,5,4,1,14,0.496252249,0,-0.131147362,0,0,-1,0
55499,10061,24,1,1,0,-1.895832809,-0.751197424,0.372760599,5,4,0,8,0.191363098,0,-0.131147362,0,0,-1,0
55499,10061,25,1,1,0,-1.895832809,-0.751197424,0.433797482,5,4,0,25,0.389218774,0,-0.131147362,0,0,-1,0
55499,10061,26,2,1,1,-1.895832809,-0.751197424,0.428248675,5,4,0,8,0.69098286,0,-0.131147362,0,0,-1,0
55499,10061,27,3,1,0,-1.895832809,-0.751197424,0.428248675,5,4,0,8,0.399179919,0,-0.131147362,0,0,-1,0
55499,10061,28,2,1,0,-1.895832809,-0.751197424,0.428248675,5,4,0,32,0.706217552,0,-0.131147362,0,0,-1,0
55499,10061,29,2,1,1,-1.895832809,-0.751197424,0.428248675,5,4,0,30,0.724577308,0,-0.131147362,0,0,-1,0
55499,10061,30,1,2,1,-1.895832809,-0.751197424,0.428248675,5,4,0,25,0.724577308,0,-0.131147362,0,0,-1,0
55499,10061,31,1,1,0,-1.895832809,-0.751197424,0.428248675,5,4,1,34,0.545862656,0,-0.131147362,0,0,-1,0
55499,10061,32,2,1,1,-1.895832809,-0.751197424,0.433797482,5,4,1,3,1.291971916,0,-0.131147362,0,1,-1,0
55499,10061,33,2,1,1,-1.895832809,-0.751197424,0.433797482,5,4,1,14,1.287870268,0,-0.131147362,0,0,-1,0
55499,10061,34,2,1,1,-1.895832809,-0.751197424,0.433797482,5,4,0,26,0.677310701,0,-0.131147362,0,0,-1,0
55499,10061,35,1,1,0,-1.895832809,-0.751197424,0.43934629,5,4,1,3,0.255622247,0,-0.131147362,0,0,0,0
55499,10061,36,1,1,0,-1.895832809,-0.751197424,0.43934629,5,4,1,9,0.664419808,0,-0.131147362,0,0,0,0
55499,10061,37,1,1,0,-1.895832809,-0.751197424,0.43934629,5,4,0,34,0.41441461,0,-0.131147362,0,0,0,0
55499,10061,38,1,1,0,-1.895832809,-0.751197424,0.43934629,5,4,0,16,0.857392569,0,-0.131147362,0,0,0,0
55499,10061,39,2,1,1,-1.895832809,-0.751197424,0.43934629,5,4,0,7,0.858759785,0,-0.131147362,0,0,0,0
55499,10061,40,1,1,1,-1.895832809,-0.751197424,0.43934629,5,4,0,13,0.119486604,0,-0.131147362,0,0,0,0
55499,10061,41,2,1,0,-1.895832809,-0.751197424,0.367211791,5,4,0,26,0.549768987,0,-0.131147362,0,0,0,0
55499,10061,42,9,1,0,-1.895832809,-0.751197424,0.367211791,5,4,0,31,0.523791884,0,-0.131147362,0,0,0,0
55499,10061,43,1,1,1,-1.895832809,-0.751197424,0.367211791,5,4,0,31,0.047805427,0,-0.131147362,0,0,0,0
55499,10061,44,1,1,0,-1.895832809,-0.751197424,0.43934629,5,4,1,20,-0.222317376,0,-0.131147362,0,0,1,0
55499,10061,45,1,1,1,-1.895832809,-0.751197424,0.433797482,5,4,0,32,-0.242825615,0,-0.131147362,0,0,1,0
55499,10061,46,1,1,1,-1.895832809,-0.751197424,-2.418289623,5,4,0,31,-0.223098643,0,-0.131147362,0,0,1,0
55499,10061,47,1,1,0,-1.895832809,-0.751197424,-2.418289623,5,4,0,15,-0.250247645,0,1.129602023,1,1,1,0
55499,10061,48,1,1,0,-1.895832809,-0.751197424,-2.418289623,5,4,0,33,-0.236380169,0,-0.131147362,0,0,1,0
55499,10061,49,1,1,1,-1.895832809,-0.751197424,-2.418289623,5,4,0,12,-0.236380169,0,-0.131147362,0,1,1,0
55499,10061,50,2,1,0,-1.895832809,-0.751197424,-2.418289623,5,4,0,26,-0.261576005,0,-0.131147362,0,0,1,0
55499,10061,51,1,1,1,-1.895832809,-0.751197424,-2.418289623,5,4,1,25,-0.297709569,0,-0.131147362,0,0,0,0
55499,10061,52,1,1,0,-1.895832809,-0.751197424,-2.418289623,5,4,0,9,-0.005125361,0,-0.131147362,0,0,0,0
55499,10061,53,4,1,1,-1.895832809,-0.751197424,-2.418289623,5,4,0,25,-0.005125361,0,-0.131147362,0,0,0,0
55499,10061,54,2,1,1,-1.895832809,-0.751197424,-2.418289623,5,4,1,29,0.41558651,0,-0.131147362,0,0,0,0
129982,10121,1,6,1,0,-0.415906527,-0.697079333,0.639103363,4,4,0,20,2.033198263,0,-0.131147362,0,0,0,0
129982,10121,2,1,2,1,-0.415906527,-0.697079333,0.694591439,4,4,0,12,2.677742912,0,-0.131147362,0,0,0,0
129982,10121,3,5,2,0,-0.415906527,-0.697079333,0.639103363,4,4,1,2,2.658211256,0,-0.131147362,0,0,0,0
129982,10121,4,1,1,1,-0.415906527,-0.697079333,0.655749786,4,4,1,1,2.619147944,0,-0.131147362,0,0,0,0
129982,10121,5,3,1,1,-0.415906527,-0.697079333,-2.418289623,4,4,0,14,2.005463311,0,-0.131147362,0,0,1,0
60218,10145,1,3,1,0,0.258414723,-0.241028005,0.095320219,4,3,0,10,-0.655724824,0,-0.131147362,0,0,0,0
60218,10145,2,1,1,1,0.258414723,-0.241028005,0.267333254,4,3,0,19,-1.146360023,0,-0.131147362,0,0,0,0
60218,10145,3,2,1,0,0.258414723,-0.241028005,0.289528485,4,3,1,3,-1.139914577,0,-0.131147362,0,0,0,0
60218,10145,4,1,1,1,0.258414723,-0.241028005,0.089771411,4,3,0,19,-0.896550143,0,-0.131147362,0,0,0,0
53167,10224,1,2,1,1,-1.484079126,-0.657554885,-0.132180893,4,3,0,1,-1.248119951,0,-0.131147362,0,0,0,0
130173,10245,1,3,1,0,-1.239413894,5.223074979,0.444895097,4,3,1,1,-0.739906261,0,-0.131147362,0,0,-1,0
133982,10334,1,2,1,0,-0.141404071,-0.445947068,0.272882062,4,3,0,22,0.451134124,0,-0.131147362,0,0,-1,0
69015,10402,1,2,1,1,-0.320427412,-0.495200612,0.372760599,4,3,1,16,0.021437691,0,-0.131147362,0,0,-1,0
14264,10473,1,7,1,0,-0.242850631,-0.510402323,0.378309406,3,3,0,8,-0.877018487,0,-0.131147362,0,0,-1,0
48670,10481,1,2,1,1,-1.484079126,-0.766399135,0.478187943,5,4,0,9,-0.134815557,0,-0.131147362,0,0,0,0
48670,10481,2,1,1,1,-1.484079126,-0.766399135,-2.418289623,5,4,0,30,-0.134815557,0,-0.131147362,0,0,0,0
103793,10503,1,5,2,0,0.5090474,-0.335278612,0.222942794,4,4,0,1,-0.690881805,0,-0.131147362,0,0,0,0
103793,10503,2,1,1,0,0.5090474,-0.335278612,0.222942794,4,4,1,31,-0.498494993,0,-0.131147362,0,0,0,0
100667,10552,1,1,1,0,-0.654604314,3.608045208,0.888799705,4.5,4,0,2,1.681628454,0,-0.131147362,0,0,0,0
100667,10552,2,1,1,0,-0.654604314,3.608045208,0.883250898,4.5,4,0,3,1.681628454,0,-0.131147362,0,0,0,0
100667,10552,3,1,1,1,-0.654604314,3.608045208,0.883250898,4.5,4,0,1,2.462894696,0,2.865563178,1,1,0,0
100667,10552,4,1,2,1,-0.654604314,3.608045208,0.87770209,4.5,4,0,1,2.462894696,0,5.862273718,1,1,-1,0
45558,10640,1,1,1,1,-0.523320531,0.661345557,0.123064257,3.5,4,1,3,-0.979950314,0,-0.131147362,0,0,0,0
574,10645,1,1,1,0,-1.484079126,0.494126737,-2.418289623,4,4,0,1,-0.875846587,0,-0.131147362,0,0,0,0
19769,10712,1,1,1,1,-0.732181095,2.661890718,0.267333254,4.5,4,0,1,0.334139504,0,-0.131147362,0,0,-1,0
80514,10816,1,1,1,1,-0.654604314,-0.735387645,0.43934629,4.5,3,0,19,-0.781118056,0,-0.131147362,0,0,0,0
80514,10816,2,3,1,0,-0.654604314,-0.735387645,0.43934629,4.5,3,0,27,-0.596348589,0,-0.131147362,0,0,0,0
10261,10855,1,3,1,0,-0.320427412,1.535747971,-0.331937966,5,4,0,2,-0.781313372,1,-0.131147362,0,0,0,0
29227,10863,1,1,1,0,-0.022055177,0.435752167,0.406053444,4.5,4,0,2,-0.812173389,0,-0.131147362,0,0,0,0
29227,10863,2,3,1,1,-0.022055177,0.435752167,-2.418289623,4.5,4,1,7,1.43201389,0,-0.131147362,0,0,0,0
75811,10921,1,1,1,1,-1.066357998,1.043212536,0.145259487,3,4,0,2,-0.949285614,0,-0.131147362,0,0,1,0
62349,10942,1,1,1,1,-1.239413894,0.62121304,0.283979677,4.5,3,1,3,-1.013740079,0,0.916607489,1,1,-1,0
62349,10942,2,1,1,1,-1.239413894,0.62121304,0.272882062,4.5,3,0,1,-0.681701926,0,1.104180421,1,1,-1,0
62349,10942,3,1,1,1,-1.239413894,0.62121304,0.272882062,4.5,3,0,1,0.236090591,0,-0.131147362,0,0,0,0
45726,10961,1,3,1,0,-0.82766021,-0.597964178,0.134161872,3.5,4,0,4,-0.727210685,1,-0.131147362,0,0,-1,0
14981,11022,1,1,1,1,-1.239413894,-0.755453903,0.111966642,3,3,0,18,-1.130930015,0,-0.131147362,0,0,0,0
14981,11022,2,1,1,1,-1.239413894,-0.755453903,0.106417834,3,3,0,9,-0.525448678,0,-0.131147362,0,0,0,0
14981,11022,3,1,1,1,-1.239413894,-0.755453903,0.106417834,3,3,1,1,-0.720765238,0,-0.131147362,0,0,0,0
14981,11022,4,1,1,1,-1.239413894,-0.755453903,0.356114176,3,3,0,12,-0.720765238,0,-0.131147362,0,0,0,0
14981,11022,5,1,1,1,-1.239413894,-0.755453903,0.356114176,3,3,0,2,-0.720765238,0,-0.131147362,0,0,0,0
14981,11022,6,1,1,1,-1.239413894,-0.755453903,0.356114176,3,3,0,13,-1.111398359,0,-0.131147362,0,0,0,0
14981,11022,7,1,1,1,-1.239413894,-0.755453903,0.111966642,3,3,0,16,-0.720765238,0,-0.131147362,0,0,0,0
14981,11022,8,1,1,1,-1.239413894,-0.755453903,0.111966642,3,3,0,10,-1.111398359,0,-0.131147362,0,0,0,0
14981,11022,9,1,1,1,-1.239413894,-0.755453903,0.339467753,3,3,0,7,-1.287183264,0,-0.131147362,0,0,0,0
14981,11022,10,2,1,1,-1.239413894,-0.755453903,0.123064257,3,3,0,26,-1.287183264,0,-0.131147362,0,0,0,0
14981,11022,11,1,1,0,-1.239413894,-0.755453903,0.123064257,3,3,0,25,-1.287183264,0,-0.131147362,0,0,0,0
14981,11022,12,1,1,0,-1.239413894,-0.755453903,0.345016561,3,3,0,28,-1.287183264,0,-0.131147362,0,0,0,0
14981,11022,13,1,1,1,-1.239413894,-0.755453903,0.32282133,3,3,0,7,-1.130930015,0,-0.131147362,0,0,0,0
14981,11022,14,1,1,1,-1.239413894,-0.755453903,0.32282133,3,3,1,10,-1.287183264,0,-0.131147362,0,0,0,0
14981,11022,15,1,1,0,-1.239413894,-0.755453903,0.32282133,3,3,0,29,-1.287183264,0,-0.131147362,0,0,0,0
14981,11022,16,2,2,1,-1.239413894,-0.755453903,0.32282133,3,3,0,22,-1.130930015,0,-0.131147362,0,0,0,0
14981,11022,17,1,1,1,-1.239413894,-0.755453903,0.32282133,3,3,0,27,-1.130930015,0,-0.131147362,0,0,0,0
14981,11022,18,1,1,1,-1.239413894,-0.755453903,0.145259487,3,3,0,11,-1.091866703,0,-0.131147362,0,0,0,0
14981,11022,19,1,1,1,-1.239413894,-0.755453903,0.145259487,3,3,0,27,-1.228588295,0,-0.131147362,0,0,0,0
14981,11022,20,1,1,1,-1.239413894,-0.755453903,0.150808295,3,3,0,7,-1.091866703,0,-0.131147362,0,0,0,0
14981,11022,21,1,1,1,-1.239413894,-0.755453903,0.150808295,3,3,0,7,-1.091866703,0,-0.131147362,0,0,0,0
14981,11022,22,1,1,1,-1.239413894,-0.755453903,0.173003525,3,3,0,7,-1.091866703,0,-0.131147362,0,0,0,0
14981,11022,23,1,2,1,-1.239413894,-0.755453903,0.173003525,3,3,1,7,-1.228588295,0,-0.131147362,0,0,0,0
14981,11022,24,1,1,0,-1.239413894,-0.755453903,0.173003525,3,3,1,21,-1.228588295,0,-0.131147362,0,0,0,0
14981,11022,25,1,1,1,-1.239413894,-0.755453903,0.173003525,3,3,1,2,-1.091866703,0,-0.131147362,0,1,0,0
14981,11022,26,2,1,0,-1.239413894,-0.755453903,0.173003525,3,3,0,27,-1.228588295,0,-0.131147362,0,0,0,0
14981,11022,27,1,1,1,-1.239413894,-0.755453903,0.328370138,3,3,0,7,-1.228588295,0,-0.131147362,0,0,0,0
14981,11022,28,1,1,1,-1.239413894,-0.755453903,0.328370138,3,3,0,19,-1.189524983,0,-0.131147362,0,0,0,0
14981,11022,29,1,1,1,-1.239413894,-0.755453903,0.195198756,3,3,0,14,-1.189524983,0,-0.131147362,0,0,0,0
14981,11022,30,1,1,1,-1.239413894,-0.755453903,0.333918946,3,3,0,29,-1.228588295,0,-0.131147362,0,0,0,0
14981,11022,31,1,1,1,-1.239413894,-0.755453903,0.333918946,3,3,0,10,-1.189524983,0,-0.131147362,0,0,0,0
14981,11022,32,2,1,0,-1.239413894,-0.755453903,0.339467753,3,3,0,29,-1.228588295,0,-0.131147362,0,0,0,0
14981,11022,33,2,1,0,-1.239413894,-0.755453903,0.18410114,3,3,0,29,-1.228588295,0,-0.131147362,0,0,0,0
14981,11022,34,1,1,1,-1.239413894,-0.755453903,0.18410114,3,3,0,20,-1.091866703,0,-0.131147362,0,0,0,0
14981,11022,35,1,1,0,-1.239413894,-0.755453903,0.18410114,3,3,0,27,-1.228588295,0,-0.131147362,0,0,0,0
14981,11022,36,1,2,0,-1.239413894,-0.755453903,0.18410114,3,3,0,22,-1.228588295,0,-0.131147362,0,0,0,0
14981,11022,37,1,1,0,-1.239413894,-0.755453903,0.18410114,3,3,0,22,-1.228588295,0,-0.131147362,0,0,0,0
14981,11022,38,1,2,0,-1.239413894,-0.755453903,0.173003525,3,3,0,26,-1.228588295,0,-0.131147362,0,0,0,0
14981,11022,39,3,1,0,-1.239413894,-0.755453903,0.333918946,3,3,0,32,-1.189524983,0,-0.131147362,0,0,0,0
14981,11022,40,2,1,0,-1.239413894,-0.755453903,0.173003525,3,3,0,27,-1.091866703,0,-0.131147362,0,0,0,0
14981,11022,41,1,1,1,-1.239413894,-0.755453903,0.178552333,3,3,0,29,-1.111398359,0,-0.131147362,0,0,0,0
14981,11022,42,3,1,1,-1.239413894,-0.755453903,-2.418289623,3,3,0,10,-1.013740079,0,-0.131147362,0,0,0,0
14981,11022,43,1,1,1,-1.239413894,-0.755453903,-2.418289623,3,3,0,18,-0.916081799,0,-0.131147362,0,0,0,0
14981,11022,44,1,1,1,-1.239413894,-0.755453903,-2.418289623,3,3,0,7,-0.916081799,0,-0.131147362,0,0,0,0
14981,11022,45,1,1,1,-1.239413894,-0.755453903,-2.418289623,3,3,0,21,-0.916081799,0,-0.131147362,0,0,0,0
93740,11053,1,1,1,1,-0.654604314,-0.070768842,0.228491601,4.5,3,0,19,-0.330132118,0,-0.131147362,0,0,0,0
93740,11053,2,1,1,1,-0.654604314,-0.070768842,0.234040409,4.5,3,1,9,-0.720765238,0,-0.131147362,0,0,0,0
93740,11053,3,2,1,1,-0.654604314,-0.070768842,0.234040409,4.5,3,0,18,-0.330132118,0,-0.131147362,0,0,-1,0
93740,11053,4,1,1,1,-0.654604314,-0.070768842,0.228491601,4.5,3,0,4,-0.525448678,0,-0.131147362,0,0,-1,0
93740,11053,5,1,1,1,-0.654604314,-0.070768842,0.228491601,4.5,3,0,1,-0.525448678,0,1.114308549,1,1,0,0
93740,11053,6,1,1,1,-0.654604314,-0.070768842,0.234040409,4.5,3,1,22,-0.525448678,0,-0.131147362,0,0,-1,0
93740,11053,7,1,1,1,-0.654604314,-0.070768842,0.228491601,4.5,3,0,10,-0.330132118,0,-0.131147362,0,0,-1,0
93740,11053,8,1,2,1,-0.654604314,-0.070768842,0.228491601,4.5,3,0,20,0.060501003,0,-0.131147362,0,0,-1,0
40972,11098,1,1,1,1,-1.895832809,-0.04827031,0.361662984,4.5,4,0,2,0.433165,0,-0.131147362,0,0,0,0
70509,11207,1,6,1,0,-0.463646084,-0.462364916,0.455992713,4.5,4,0,8,-0.837955175,0,-0.131147362,0,0,-1,0
89521,11244,1,1,1,1,0.347926393,-0.186301845,0.411602252,4,3,0,7,1.319706868,0,1.941067646,1,1,0,0
89521,11244,2,1,1,1,0.347926393,-0.186301845,0.411602252,4,3,0,6,2.623640225,0,-0.131147362,0,0,-1,0
89521,11244,3,1,1,1,0.347926393,-0.186301845,0.411602252,4,3,0,8,1.226540868,0,-0.131147362,0,0,0,0
89521,11244,4,1,1,1,0.347926393,-0.186301845,0.411602252,4,3,0,1,1.1679459,0,1.850927306,1,1,0,0
89521,11244,5,3,1,1,0.347926393,-0.186301845,0.411602252,4,3,1,16,0.039992764,0,-0.131147362,0,0,0,0
89521,11244,6,1,1,1,0.347926393,-0.186301845,0.411602252,4,3,0,10,1.263260382,0,-0.131147362,0,0,0,0
89521,11244,7,1,1,1,0.347926393,-0.186301845,0.411602252,4,3,1,10,-1.025263756,0,-0.131147362,0,0,0,0
89521,11244,8,2,1,0,0.347926393,-0.186301845,0.411602252,4,3,0,4,-0.519198548,0,2.078405063,1,1,0,0
89521,11244,9,1,1,0,0.347926393,-0.186301845,0.411602252,4,3,0,8,0.046047578,0,-0.131147362,0,0,0,0
89521,11244,10,1,1,0,0.347926393,-0.186301845,0.411602252,4,3,0,10,0.052297708,0,-0.131147362,0,0,0,0
89521,11244,11,7,1,0,0.347926393,-0.186301845,0.406053444,4,3,1,24,-1.360817607,0,-0.131147362,0,0,0,0
89521,11244,12,2,1,0,0.347926393,-0.186301845,0.406053444,4,3,1,15,0.756609224,0,-0.131147362,0,0,0,0
89521,11244,13,3,1,1,0.347926393,-0.186301845,0.406053444,4,3,1,22,1.069506354,0,-0.131147362,0,0,0,0
89521,11244,14,1,1,0,0.347926393,-0.186301845,0.400504637,4,3,0,13,0.17710499,0,-0.131147362,0,0,0,0
89521,11244,15,1,1,0,0.347926393,-0.186301845,0.400504637,4,3,0,8,-0.490487014,0,-0.131147362,0,0,0,0
89521,11244,16,2,2,1,0.347926393,-0.186301845,0.400504637,4,3,0,10,0.882393089,0,-0.131147362,0,0,0,0
89521,11244,17,1,1,1,0.347926393,-0.186301845,0.400504637,4,3,1,6,-0.154347213,0,-0.131147362,0,1,0,0
89521,11244,18,1,1,0,0.347926393,-0.186301845,0.400504637,4,3,0,4,-0.530136276,0,-0.131147362,0,0,0,0
89521,11244,19,1,1,0,0.347926393,-0.186301845,0.400504637,4,3,0,8,-0.530136276,0,-0.131147362,0,0,0,0
89521,11244,20,1,1,1,0.347926393,-0.186301845,0.400504637,4,3,0,10,-0.062157797,0,-0.131147362,0,0,0,0
89521,11244,21,1,3,1,0.347926393,-0.186301845,0.400504637,4,3,0,4,0.987082765,0,-0.131147362,0,0,0,0
89521,11244,22,2,1,0,0.347926393,-0.186301845,0.400504637,4,3,0,15,-0.401617979,0,-0.131147362,0,0,0,0
89521,11244,23,1,1,1,0.347926393,-0.186301845,0.394955829,4,3,0,6,-0.084814518,0,-0.131147362,0,0,0,0
89521,11244,24,1,1,1,0.347926393,-0.186301845,0.394955829,4,3,0,8,1.628111717,0,-0.131147362,0,0,0,0
89521,11244,25,1,1,0,0.347926393,-0.186301845,0.394955829,4,3,1,30,0.092532919,0,-0.131147362,0,0,0,0
89521,11244,26,1,1,0,0.347926393,-0.186301845,0.394955829,4,3,0,9,-0.104346174,0,-0.131147362,0,0,0,0
89521,11244,27,2,1,0,0.347926393,-0.186301845,0.389407022,4,3,0,8,1.302128377,0,-0.131147362,0,0,0,0
89521,11244,28,2,2,0,0.347926393,-0.186301845,0.389407022,4,3,0,7,0.29859189,0,-0.131147362,0,0,0,0
89521,11244,29,1,2,0,0.347926393,-0.186301845,0.389407022,4,3,0,8,0.626919028,0,-0.131147362,0,0,0,0
89521,11244,30,2,1,0,0.347926393,-0.186301845,-2.418289623,4,3,1,22,0.697037673,0,-0.131147362,0,0,0,0
89521,11244,31,1,1,0,0.347926393,-0.186301845,-2.418289623,4,3,0,18,0.66598234,0,-0.131147362,0,0,0,0
89521,11244,32,2,1,0,0.347926393,-0.186301845,-2.418289623,4,3,0,2,0.832001417,0,-0.131147362,0,0,0,0
89521,11244,33,1,2,1,0.347926393,-0.186301845,-2.418289623,4,3,0,12,0.587855716,0,-0.131147362,0,0,0,0
89521,11244,34,3,2,0,0.347926393,-0.186301845,-2.418289623,4,3,0,7,0.685513996,0,-0.131147362,0,0,0,0
89521,11244,35,3,2,0,0.347926393,-0.186301845,-2.418289623,4,3,0,8,0.685513996,0,-0.131147362,0,0,0,0
89521,11244,36,2,1,1,0.347926393,-0.186301845,-2.418289623,4,3,1,15,1.149390827,0,-0.131147362,0,0,0,0
89521,11244,37,1,2,1,0.347926393,-0.186301845,-2.418289623,4,3,0,9,0.986692132,0,-0.131147362,0,0,0,0
44840,11266,1,7,1,0,0.288251947,4.084162794,0.616908133,4.5,4,0,1,0.675162219,0,-0.131147362,0,0,0,0
68984,11309,1,1,1,0,-0.463646084,3.066864298,0.611359325,5,4,0,2,0.451134124,1,-0.131147362,0,0,0,0
1287,11325,1,1,2,0,-0.732181095,-0.668500116,0.339467753,4.5,3,1,19,-0.310600462,0,-0.131147362,0,0,0,0
12571,11339,1,1,1,1,-0.171241294,-0.152250013,0.333918946,4,3,0,4,-0.779360207,1,1.263901001,1,1,-1,0
12571,11339,2,1,2,0,-0.171241294,-0.152250013,0.333918946,4,3,0,5,0.177690939,0,-0.131147362,0,0,0,0
12571,11339,3,1,1,1,-0.171241294,-0.152250013,0.333918946,4,3,0,10,-0.505917022,0,-0.131147362,0,0,-1,0
12571,11339,4,2,1,0,-0.171241294,-0.152250013,0.333918946,4,3,0,6,-0.115283901,0,-0.131147362,0,0,0,0
12571,11339,5,1,1,1,-0.171241294,-0.152250013,0.333918946,4,3,1,3,-0.505917022,0,-0.131147362,0,0,-1,0
12571,11339,6,1,1,1,-0.171241294,-0.152250013,0.333918946,4,3,0,7,-0.310600462,0,-0.131147362,0,0,-1,0
12571,11339,7,3,1,0,-0.171241294,-0.152250013,0.333918946,4,3,0,6,-0.252005494,0,-0.131147362,0,0,-1,0
12571,11339,8,1,1,1,-0.171241294,-0.152250013,0.339467753,4,3,0,12,-0.310600462,0,-0.131147362,0,0,-1,0
12571,11339,9,1,1,0,-0.171241294,-0.152250013,0.339467753,4,3,1,3,-0.447322054,1,-0.131147362,0,0,-1,0
12571,11339,10,1,1,0,-0.171241294,-0.152250013,0.339467753,4,3,0,3,-0.115283901,0,-0.131147362,0,0,0,0
12571,11339,11,1,1,1,-0.171241294,-0.152250013,0.339467753,4,3,0,1,-0.623106958,1,1.059211533,1,1,-1,0
12571,11339,12,1,1,0,-0.171241294,-0.152250013,0.339467753,4,3,0,7,-0.322514772,0,-0.131147362,0,0,-1,0
12571,11339,13,5,1,0,-0.171241294,-0.152250013,0.339467753,4,3,1,3,-0.525448678,1,-0.131147362,0,0,-1,0
12571,11339,14,2,1,1,-0.171241294,-0.152250013,0.339467753,4,3,1,3,-0.310600462,0,-0.131147362,0,0,-1,0
12571,11339,15,1,1,1,-0.171241294,-0.152250013,0.339467753,4,3,0,9,-0.505917022,0,-0.131147362,0,0,-1,0
12571,11339,16,3,1,0,-0.171241294,-0.152250013,0.339467753,4,3,0,6,-0.252005494,0,-0.131147362,0,0,-1,0
12571,11339,17,1,1,0,-0.171241294,-0.152250013,0.345016561,4,3,0,6,-0.720765238,0,-0.131147362,0,0,-1,0
12571,11339,18,1,1,0,-0.171241294,-0.152250013,0.345016561,4,3,0,4,-0.623106958,1,1.059211533,1,1,-1,0
12571,11339,19,6,1,0,-0.171241294,-0.152250013,0.345016561,4,3,0,4,-0.544980334,1,-0.131147362,0,0,-1,0
12571,11339,20,1,1,0,-0.171241294,-0.152250013,0.345016561,4,3,0,4,-0.857486831,1,0.922684366,1,1,-1,0
12571,11339,21,1,1,0,-0.171241294,-0.152250013,0.345016561,4,3,1,3,-0.310600462,0,-0.131147362,0,0,0,0
12571,11339,22,1,1,0,-0.171241294,-0.152250013,0.345016561,4,3,0,21,-0.115283901,0,-0.131147362,0,0,-1,0
12571,11339,23,1,1,0,-0.171241294,-0.152250013,0.345016561,4,3,0,3,-0.857486831,1,0.922684366,1,1,0,0
12571,11339,24,1,1,0,-0.171241294,-0.152250013,0.345016561,4,3,1,3,-0.27153715,0,-0.131147362,0,0,0,0
12571,11339,25,1,1,0,-0.171241294,-0.152250013,0.345016561,4,3,0,1,-0.27153715,0,-0.131147362,0,0,0,0
12571,11339,26,1,1,1,-0.171241294,-0.152250013,0.345016561,4,3,0,3,-0.388727086,0,-0.131147362,0,0,-1,0
12571,11339,27,1,1,1,-0.171241294,-0.152250013,0.345016561,4,3,0,9,-0.864127594,1,-0.131147362,0,0,-1,0
12571,11339,28,5,1,0,-0.171241294,-0.152250013,0.345016561,4,3,0,5,-0.115283901,0,-0.131147362,0,0,-1,1
12571,11339,29,1,1,1,-0.171241294,-0.152250013,0.345016561,4,3,1,2,-0.115283901,0,-0.131147362,0,0,-1,0
12571,11339,30,1,1,1,-0.171241294,-0.152250013,0.345016561,4,3,1,2,-0.27153715,0,-0.131147362,0,0,-1,0
12571,11339,31,1,1,1,-0.171241294,-0.152250013,0.345016561,4,3,1,3,-0.720765238,0,-0.131147362,0,0,-1,0
12571,11339,32,3,2,0,-0.171241294,-0.152250013,0.345016561,4,3,0,6,-0.017625621,0,-0.131147362,0,0,-1,0
